Id,SalePrice
1461,121870.189534112
1462,155660.746625626
1463,179123.789541602
1464,192280.866481993
1465,191028.273071957
1466,181864.140907551
1467,171385.916311867
1468,169942.666146124
1469,180955.822641228
1470,130025.933532277
1471,217671.934550406
1472,98008.564074836
1473,99797.9247756979
1474,152731.647121862
1475,135419.735166476
1476,385280.967760133
1477,253143.658363037
1478,312232.247635935
1479,301801.846801729
1480,476583.458182971
1481,333334.138566587
1482,206802.077335023
1483,181900.373784929
1484,163601.909771986
1485,177335.406859655
1486,199978.881159422
1487,350650.30410039
1488,239105.074752688
1489,197902.100775382
1490,241794.408367051
1491,179182.759543766
1492,107225.647538031
1493,172521.686228656
1494,301606.338794149
1495,312052.739800095
1496,241530.202138813
1497,184768.828527964
1498,162494.764019582
1499,162938.577616484
1500,159111.156160656
1501,178258.107351414
1502,147055.421113303
1503,286693.654762718
1504,229221.582781584
1505,233101.541859074
1506,164327.92259173
1507,264866.302422779
1508,209645.803422113
1509,159533.247515408
1510,156401.352738449
1511,156839.942933436
1512,168811.38445797
1513,143951.276394346
1514,188362.919452679
1515,201624.053424613
1516,179058.611015387
1517,158242.148029623
1518,116794.38936145
1519,210719.635491918
1520,138821.455318762
1521,137711.273523491
1522,156604.285086292
1523,117443.676809253
1524,115197.588990406
1525,120937.988890441
1526,124562.298327376
1527,122777.077008942
1528,136854.047418136
1529,144942.223559323
1530,175068.085724817
1531,120699.506652521
1532,103781.781594338
1533,138668.711562253
1534,120774.353836779
1535,161338.774788297
1536,113186.695298861
1537,89484.9032602087
1538,180608.375700961
1539,215091.688644067
1540,111721.242584121
1541,153486.369990497
1542,147941.543538421
1543,197016.751508802
1544,78392.476402153
1545,106654.18099642
1546,117184.914075095
1547,123091.440173663
1548,126311.797525093
1549,110146.67372362
1550,135480.612356862
1551,124880.004274953
1552,145295.096857272
1553,149919.440523656
1554,108070.030562108
1555,184124.623213091
1556,124787.26791965
1557,120371.741529116
1558,112211.510829733
1559,112436.871966022
1560,128510.740571855
1561,145888.370107246
1562,129404.928715255
1563,121558.111179959
1564,158892.597700263
1565,139884.600055365
1566,229190.59447794
1567,88483.6432211757
1568,257052.122665579
1569,136686.668842377
1570,132885.297405313
1571,119415.05983762
1572,145913.460580213
1573,236037.368571941
1574,123357.027926297
1575,224104.638836486
1576,225495.306276254
1577,195971.056576633
1578,168179.929966941
1579,140577.25827478
1580,192059.417292034
1581,128817.985868505
1582,133062.050616598
1583,323760.27998979
1584,231959.932965095
1585,143914.696550477
1586,80571.1141731673
1587,103038.694968767
1588,146124.784884025
1589,101489.815455339
1590,127630.305986589
1591,88376.8000138637
1592,130794.022030175
1593,115828.680281448
1594,157404.335135351
1595,145320.359726824
1596,215947.093649399
1597,185112.420604892
1598,200887.596144106
1599,177487.259383162
1600,168131.146108531
1601,68742.8957394416
1602,110714.491580724
1603,72083.0445306063
1604,268130.278391817
1605,240695.787398181
1606,172479.419801027
1607,139281.452326674
1608,215217.342092318
1609,182610.816310373
1610,155405.930950841
1611,153633.877442427
1612,160365.928538848
1613,163583.889369514
1614,118599.835566092
1615,78041.3263403983
1616,76048.7139909608
1617,89026.3225287375
1618,129671.093282308
1619,136649.831707819
1620,171404.286526115
1621,142919.086120141
1622,139297.654518552
1623,259932.364802083
1624,224577.907607521
1625,119490.306819859
1626,169690.773789264
1627,186474.621388483
1628,277324.539423667
1629,177208.50463749
1630,349865.186428599
1631,199684.126153333
